,reviews.rating,reviews.text,reviews.length,detected_language,translated_text
553,4.0,"We stayed their one night on our way to tunica ms.Its located next to a large strip mall in osage beach.We stayed in a regular room,but they offer theme rooms as well.We did have a problem with the tv remote,but the lady at the front desk was very nice and curtious,and tried to do another remote but did not work,Come... More",326,"('en', 1)","We stayed their one night on our way to tunica ms.Its located next to a large strip mall in osage beach.We stayed in a regular room,but they offer theme rooms as well.We did have a problem with the tv remote,but the lady at the front desk was very nice and curtious,and tried to do another remote but did not work,Come... More"
554,4.0,"We were able to try out a different suite from our last visit. A hot tub is well worth the extra cost, especially after riding 3 hours on a motorcycle. Room was clean, pool area was nice and surprisingly still open after Labor Day. The free breakfast was ok. We only tried it once during our stay though. Love the... More",321,"('en', 1)","We were able to try out a different suite from our last visit. A hot tub is well worth the extra cost, especially after riding 3 hours on a motorcycle. Room was clean, pool area was nice and surprisingly still open after Labor Day. The free breakfast was ok. We only tried it once during our stay though. Love the... More"
555,5.0,I would recommend this hotel to everyone. Nice clean comfortable rooms and the most friendly accommodating staff. Location is literally next to the Outlet Malls and close to everything. Can't wait to go back!,208,"('en', 1)",I would recommend this hotel to everyone. Nice clean comfortable rooms and the most friendly accommodating staff. Location is literally next to the Outlet Malls and close to everything. Can't wait to go back!
556,3.0,"Nothing spectacular. Room was very clean. Like most hotels/motels at the Lake, this one could definitely use some updating. There was nothing wrong necessarily, but the decor was very strange. Fake Roman columns in front of the jacuzzi with fake vines running over the top. Lots of wasted space in the room. Plenty of room for a comfortable chair or... More",357,"('en', 1)","Nothing spectacular. Room was very clean. Like most hotels/motels at the Lake, this one could definitely use some updating. There was nothing wrong necessarily, but the decor was very strange. Fake Roman columns in front of the jacuzzi with fake vines running over the top. Lots of wasted space in the room. Plenty of room for a comfortable chair or... More"
557,5.0,Room was clean. Close to shopping. Staff very nice was easy to get in and out We would stay again Was very happy with. Our stay we did not try the breakfast but there was a lot of people in there eating. When we went by,219,"('en', 1)",Room was clean. Close to shopping. Staff very nice was easy to get in and out We would stay again Was very happy with. Our stay we did not try the breakfast but there was a lot of people in there eating. When we went by
558,5.0,"Comfortable bed with crisp sheets and a luxury blanket (not the cheap Polly kind), room smells good, very clean, affordable price, easy to find, plenty of parking, shopping right next door, close to the lake - OVI will continue be our go to place whenever we visit Lake of the Ozarks.",284,"('en', 1)","Comfortable bed with crisp sheets and a luxury blanket (not the cheap Polly kind), room smells good, very clean, affordable price, easy to find, plenty of parking, shopping right next door, close to the lake - OVI will continue be our go to place whenever we visit Lake of the Ozarks."
559,5.0,"Was very pleased with this hotel. Friendly front desk staff, clean room and very best location. Was nice for couples weekend, and will return with our family. Walking distance of outlet mall and shopping across the highway.",223,"('en', 1)","Was very pleased with this hotel. Friendly front desk staff, clean room and very best location. Was nice for couples weekend, and will return with our family. Walking distance of outlet mall and shopping across the highway."
560,4.0,"Our room was a double queen bed accommodation it was very clean and everything worked it had a refrigerator, flat screen T.V. with cable hair dryer and the usual shampoo and soap, etc. My husband wasn't too impressed with the complimentary breakfast bar, but it was okay. We received several good restaurant recommendations from the owner and had a good... More",361,"('en', 1)","Our room was a double queen bed accommodation it was very clean and everything worked it had a refrigerator, flat screen T.V. with cable hair dryer and the usual shampoo and soap, etc. My husband wasn't too impressed with the complimentary breakfast bar, but it was okay. We received several good restaurant recommendations from the owner and had a good... More"
561,4.0,"My wife and I stayed there on Thursday, May 26th, for the very first time. We were pleasantly surprised at this place as it proved to be almost everything they had advertised. Our check-in was easily done and the room assignment was fine with the exception we did have to climb a flight of stairs with luggage to get to... More",327,"('en', 1)","My wife and I stayed there on Thursday, May 26th, for the very first time. We were pleasantly surprised at this place as it proved to be almost everything they had advertised. Our check-in was easily done and the room assignment was fine with the exception we did have to climb a flight of stairs with luggage to get to... More"
562,3.0,Stay July 28-31st for a family reunion only have a few complaints. When we got to our room the key lock was jammed called front desk she tried to explain how to jiggle it right so it would open. I didn't know it would take 20 minutes to get the door opened each time but whatever.... The door eventually opened...... More,321,"('en', 1)",Stay July 28-31st for a family reunion only have a few complaints. When we got to our room the key lock was jammed called front desk she tried to explain how to jiggle it right so it would open. I didn't know it would take 20 minutes to get the door opened each time but whatever.... The door eventually opened...... More
563,1.0,"While attempting to check out of the room a night early, the manager decided to come out to the parking lot and yell at our group. Won't be staying there again.",160,"('en', 1)","While attempting to check out of the room a night early, the manager decided to come out to the parking lot and yell at our group. Won't be staying there again."
564,3.0,Not far for my purpose. Good place to sleep and change. Needs a little improvement when it comes to cleaning a little vacuum not bad daily. We had what we needed cannot complain. Nice people.,191,"('en', 1)",Not far for my purpose. Good place to sleep and change. Needs a little improvement when it comes to cleaning a little vacuum not bad daily. We had what we needed cannot complain. Nice people.
565,1.0,"The photo listing on this website is very deceiving. This motel is dirty and the pictures do not show a true representation of the rooms. The bed linens, as well as the bath towels had black, dirty stains. I would NEVER stay here again!",236,"('en', 1)","The photo listing on this website is very deceiving. This motel is dirty and the pictures do not show a true representation of the rooms. The bed linens, as well as the bath towels had black, dirty stains. I would NEVER stay here again!"
566,1.0,"Terrible water pressure, loose toilet seat, microwave cord was not long enough to reach an outlet and NO SMOKE DETECTOR in room!",128,"('en', 1)","Terrible water pressure, loose toilet seat, microwave cord was not long enough to reach an outlet and NO SMOKE DETECTOR in room!"
567,2.0,"Stayed here for a family visit. Got the job done, at a good price. But not a well-maintaind room. Basic cheap hotel room.",121,"('en', 1)","Stayed here for a family visit. Got the job done, at a good price. But not a well-maintaind room. Basic cheap hotel room."
568,2.0,"Staff was very nice. The outside appearance is nice. Inside my feet and socks literally turned black from dirty carpet. The Lights, phone, and corners had mold. No pool, coiffed maker broken, half the outlets plugs fell out and a towel had mold on it. I couldn't switch hotels cause area was booked for military graduation.",323,"('en', 1)","Staff was very nice. The outside appearance is nice. Inside my feet and socks literally turned black from dirty carpet. The Lights, phone, and corners had mold. No pool, coiffed maker broken, half the outlets plugs fell out and a towel had mold on it. I couldn't switch hotels cause area was booked for military graduation."
569,4.0,"I was really impressed by this Super 8 motel and would recommend it for anybody wanting to or having to be in Columbia, SC.",123,"('en', 1)","I was really impressed by this Super 8 motel and would recommend it for anybody wanting to or having to be in Columbia, SC."
570,1.0,"The two rooms given to us did not have running water so the crews were given other rooms but then a lady came yelling at them to get out, when they presented her with the new keys she told them if they did not leave she would call the police. When I tried to get a refund SAM, the mgr said no, they left because they wanted to. We will not refund anything. NOT using them again!",378,"('en', 1)","The two rooms given to us did not have running water so the crews were given other rooms but then a lady came yelling at them to get out, when they presented her with the new keys she told them if they did not leave she would call the police. When I tried to get a refund SAM, the mgr said no, they left because they wanted to. We will not refund anything. NOT using them again!"
571,4.0,The Breakfast was very good. The host showed us how to use the waffle machine. They also had a good cereal selection. He was very friendly. Location was good to get on the highway to visit fort Jackson. The room was very affordable and clean. I was disappointment no one came to clean the room on the 2nd day. The bed sheet had a large spot of what appeared to be an un-washable cooking grease.,394,"('en', 1)",The Breakfast was very good. The host showed us how to use the waffle machine. They also had a good cereal selection. He was very friendly. Location was good to get on the highway to visit fort Jackson. The room was very affordable and clean. I was disappointment no one came to clean the room on the 2nd day. The bed sheet had a large spot of what appeared to be an un-washable cooking grease.
572,1.0,"We walked into the lobby and there was stuff all over the place. They set up a folding sight screen to hide their bird and other personal stuff. The motel was a bit creepy. I used one of my shirts to cover the pillow because the place was dirty and not sure I wanted to put my head on their pillow. Had nowhere else to go, otherwise I would have.",346,"('en', 1)","We walked into the lobby and there was stuff all over the place. They set up a folding sight screen to hide their bird and other personal stuff. The motel was a bit creepy. I used one of my shirts to cover the pillow because the place was dirty and not sure I wanted to put my head on their pillow. Had nowhere else to go, otherwise I would have."
573,1.0,"The hotel was very mediocre - even less than what you would expect from a Super 8. Also, upon check-in, they assessed me an extra 15.00 fee for my dog even though that fee was not disclosed on Hotels.com or the Super 8 hotel interconnect on Policies that is part of the Hotels.com website. Thus the hotel stay turned out to be an 80. a night deal which is more than the amount a rational person would want to pay to stay at a Super 8.",434,"('en', 1)","The hotel was very mediocre - even less than what you would expect from a Super 8. Also, upon check-in, they assessed me an extra 15.00 fee for my dog even though that fee was not disclosed on Hotels.com or the Super 8 hotel interconnect on Policies that is part of the Hotels.com website. Thus the hotel stay turned out to be an 80. a night deal which is more than the amount a rational person would want to pay to stay at a Super 8."
574,2.0,"I am very disappointed that the janitor took my personal face cloth and the bath tub drain looked like a scorpion and there was dust on the bathroom wall,air conditioner,and furniture and most importantly just because I booked my room through 3rd party they did not give me a receipt which is not",296,"('en', 1)","I am very disappointed that the janitor took my personal face cloth and the bath tub drain looked like a scorpion and there was dust on the bathroom wall,air conditioner,and furniture and most importantly just because I booked my room through 3rd party they did not give me a receipt which is not"
575,2.0,"I wanted a cheap hotel while traveling and found this motel. Although cheap, I was still disappointed especially since it still reeked of smoke even though we requested nonsmoking. Also, the walls were paper thin which was not cool. But, it was a cheap bed for the night, so that's what counts.",294,"('en', 1)","I wanted a cheap hotel while traveling and found this motel. Although cheap, I was still disappointed especially since it still reeked of smoke even though we requested nonsmoking. Also, the walls were paper thin which was not cool. But, it was a cheap bed for the night, so that's what counts."
576,5.0,"The Hotel was perfect and the food was excellent, close to the beach, 5 kind of restaurant, the Hotel staff is very friendly,",125,"('en', 1)","The Hotel was perfect and the food was excellent, close to the beach, 5 kind of restaurant, the Hotel staff is very friendly,"
577,4.0,Very positive experience. Could have not ask for a nicer facility with great amenities. Everyone was very nice and recommend for families for sure.,147,"('en', 1)",Very positive experience. Could have not ask for a nicer facility with great amenities. Everyone was very nice and recommend for families for sure.
578,4.0,"nice hotel, lots of accommodations for children. Snorkeling was great! 24 he room service was nice too! Spa was amazing!!",121,"('en', 1)","nice hotel, lots of accommodations for children. Snorkeling was great! 24 he room service was nice too! Spa was amazing!!"
579,3.0,"The food was great, the service was very inconsistent. Staff are generally very nice and friendly but often got orders wrong, forgot about requests or got us completely different items. This was a challenge given we were traveling with an infant. The front desk staff and concierge services were inconsistent and inflexible as well.",332,"('en', 1)","The food was great, the service was very inconsistent. Staff are generally very nice and friendly but often got orders wrong, forgot about requests or got us completely different items. This was a challenge given we were traveling with an infant. The front desk staff and concierge services were inconsistent and inflexible as well."
580,5.0,"Beautiful hotel with a Kids Club but still maintains that exclusive feel. Staff goes out if their way to please you. All inclusive implies programming, but trust me, they customize things to please their guests. Wonderful food and wine. One of my best hotel experiences ever.",275,"('en', 1)","Beautiful hotel with a Kids Club but still maintains that exclusive feel. Staff goes out if their way to please you. All inclusive implies programming, but trust me, they customize things to please their guests. Wonderful food and wine. One of my best hotel experiences ever."
581,1.0,"We made our reservations a month in advance, my wife called on the day we are suppose to check in, gets the run around of whether or not they will have a room or not! Who runs a business like this When they found a room we were given a couple cards, neither of which opened the door. Overall, you have no feeling of security, even if you are parked next to your room i was constantly checking outside on my vehicle.",415,"('en', 1)","We made our reservations a month in advance, my wife called on the day we are suppose to check in, gets the run around of whether or not they will have a room or not! Who runs a business like this When they found a room we were given a couple cards, neither of which opened the door. Overall, you have no feeling of security, even if you are parked next to your room i was constantly checking outside on my vehicle."
582,3.0,"Hotel was off the strip, but close to a shortcut to downtown -made it easier to avoid some of the traffic. When I was checking in, lady had a meeting or something to get to, so I felt like I was inconveniencing her. Her replacement was ok, not really friendly, but not rude. Staff was better the next day.",305,"('en', 1)","Hotel was off the strip, but close to a shortcut to downtown -made it easier to avoid some of the traffic. When I was checking in, lady had a meeting or something to get to, so I felt like I was inconveniencing her. Her replacement was ok, not really friendly, but not rude. Staff was better the next day."
583,3.0,We stayed recently just to take our kids to Silver Dollar City. This is a motel and it is very noisy until at least 11:00 PM. The rooms are fine enough. Breakfast is a scrum of 15-25 people trying to get at the food while you are dodging small children. There are a lot of kids so don't stay if you aren't into the kid scene.,325,"('en', 1)",We stayed recently just to take our kids to Silver Dollar City. This is a motel and it is very noisy until at least 11:00 PM. The rooms are fine enough. Breakfast is a scrum of 15-25 people trying to get at the food while you are dodging small children. There are a lot of kids so don't stay if you aren't into the kid scene.
584,4.0,My family enjoyed our stay. The room was clean and the price definitely made it worthwhile. We would stay here again.,117,"('en', 1)",My family enjoyed our stay. The room was clean and the price definitely made it worthwhile. We would stay here again.
585,4.0,"This hotel was rented for a couple on vacation from Illinois. We are a young couple so money is tight. This hotel was decent and the price could not be beat. The room was a little dirty (like the floor, for example) but I expected it. I do have a few things to caution you of: -The continental breakfast is less than stellar, but it gets the job done -Rooms by the pool are loud",378,"('en', 1)","This hotel was rented for a couple on vacation from Illinois. We are a young couple so money is tight. This hotel was decent and the price could not be beat. The room was a little dirty (like the floor, for example) but I expected it. I do have a few things to caution you of: -The continental breakfast is less than stellar, but it gets the job done -Rooms by the pool are loud"
586,4.0,The hotel was very clean and well kept during our stay there. The pool was a decent size and very clean. The breakfast left a little to be desired. Overall for the price it was great. I would stay there again.,209,"('en', 1)",The hotel was very clean and well kept during our stay there. The pool was a decent size and very clean. The breakfast left a little to be desired. Overall for the price it was great. I would stay there again.
587,3.0,room was clean breakfast was good stayed 4 days same breakfast every day was good away from attractions which was good no traffic but couldnt walk to anything which was bad but was in central location so it was easy to drive to,227,"('en', 1)",room was clean breakfast was good stayed 4 days same breakfast every day was good away from attractions which was good no traffic but couldnt walk to anything which was bad but was in central location so it was easy to drive to
588,4.0,"The staff was very nice and helpful. The rooms were clean, but the beds weren't all that comfortable.The pool was small but clean. I will stay again if we ever go back.",168,"('en', 1)","The staff was very nice and helpful. The rooms were clean, but the beds weren't all that comfortable.The pool was small but clean. I will stay again if we ever go back."
589,3.0,"For starters, hotel staff was great. Very pleasant. However, upon entering the room, I discovered that it needed to be vacuumed and the bathroom was a bit dated. When I woke the next morning, I could see sunshine coming through the edges of the door. While I wasn't concerned for my safety, I did wonder how many bugs were coming to visit me during the night!!",360,"('en', 1)","For starters, hotel staff was great. Very pleasant. However, upon entering the room, I discovered that it needed to be vacuumed and the bathroom was a bit dated. When I woke the next morning, I could see sunshine coming through the edges of the door. While I wasn't concerned for my safety, I did wonder how many bugs were coming to visit me during the night!!"
590,4.0,"have stayed there before.... Clean, continental breakfast is a continental breakfast..... quiet. and easy to get in and out of. Beginning to need some make over from the amount of traffice it serves.....",203,"('en', 1)","have stayed there before.... Clean, continental breakfast is a continental breakfast..... quiet. and easy to get in and out of. Beginning to need some make over from the amount of traffice it serves....."
591,5.0,"Very enjoyable stay. Room very clean and comfortable, staff were very accommodating, excellent breakfast .",106,"('en', 1)","Very enjoyable stay. Room very clean and comfortable, staff were very accommodating, excellent breakfast ."
592,4.0,"The stay at this hotel was a good experience for me and our entourage. Room was decent and in a quiet area. Staff was good, but the hotel needs to better improve their handicapped parking area near the main entrance.",216,"('en', 1)","The stay at this hotel was a good experience for me and our entourage. Room was decent and in a quiet area. Staff was good, but the hotel needs to better improve their handicapped parking area near the main entrance."
593,3.0,Older hotel that could use some refreshing. Initial room smelled of cat urine. Comforter was old and tattered. Sitting chairs were stained. Staff was helpful. Moved to another room w/o incident. Overall satisfaction was fair. For a few dollars more could get something nicer. Breakfast was very good.,300,"('en', 1)",Older hotel that could use some refreshing. Initial room smelled of cat urine. Comforter was old and tattered. Sitting chairs were stained. Staff was helpful. Moved to another room w/o incident. Overall satisfaction was fair. For a few dollars more could get something nicer. Breakfast was very good.
594,5.0,"Great price thru Hotels.com, manager could not believe the rate. Not on the strip, convenient access to Hwy 76, Shows Silver Dollar City. Breakfast was better than most motel breakfasts.",186,"('en', 1)","Great price thru Hotels.com, manager could not believe the rate. Not on the strip, convenient access to Hwy 76, Shows Silver Dollar City. Breakfast was better than most motel breakfasts."
595,5.0,Hot breakfast was great! Staff pleasant and accommodating. Great location with new restaurant next door. Outdoor pool was clean. Free Wi-Fi was hit with the kids. Would stay there again.,186,"('en', 1)",Hot breakfast was great! Staff pleasant and accommodating. Great location with new restaurant next door. Outdoor pool was clean. Free Wi-Fi was hit with the kids. Would stay there again.
596,4.0,"It has been years since I've stayed in a Day's inn but based on the rate and location I decided to go ahead and book my room there. I was very pleasantly surprised. I expected a very basic motel and was surprised at the spaciousness and quality of the room and extra perks, eg. breakfast, refrig. etc. I will certainly consider staying at a Days Inn again.",356,"('en', 1)","It has been years since I've stayed in a Day's inn but based on the rate and location I decided to go ahead and book my room there. I was very pleasantly surprised. I expected a very basic motel and was surprised at the spaciousness and quality of the room and extra perks, eg. breakfast, refrig. etc. I will certainly consider staying at a Days Inn again."
597,2.0,"Managet talked over us and wouldnt listen 2 us. Put us n wrong room. Bed was a bowl and killed our back and hips. 2nd room ac didnt work right, bathroom door didnt shut all the way, bathroom vent sounded like a freight train, could hear vents n other rooms.",257,"('en', 1)","Managet talked over us and wouldnt listen 2 us. Put us n wrong room. Bed was a bowl and killed our back and hips. 2nd room ac didnt work right, bathroom door didnt shut all the way, bathroom vent sounded like a freight train, could hear vents n other rooms."
598,5.0,Nice hotel for the price. The staff was very friendly with a great attitude. The only bad thing I can say about my stay was the fitted sheets for the king size bed didn't fit and I had to keep waking up to put them back on,222,"('en', 1)",Nice hotel for the price. The staff was very friendly with a great attitude. The only bad thing I can say about my stay was the fitted sheets for the king size bed didn't fit and I had to keep waking up to put them back on
599,4.0,"This hotel was great. Nice area, clean, and close to strip and outlet stores. Only negative was the the shower head needed to be a foot higher. Im 6ft and I had a hard time washing my hair. Any taller than 5'7, you will have some trouble showering here. Other than that, I would of given this hotel a 5 but I would stay here again.",331,"('en', 1)","This hotel was great. Nice area, clean, and close to strip and outlet stores. Only negative was the the shower head needed to be a foot higher. Im 6ft and I had a hard time washing my hair. Any taller than 5'7, you will have some trouble showering here. Other than that, I would of given this hotel a 5 but I would stay here again."
600,4.0,It was a good stay. Didn't stay in room much for all the shopping and Silver Dollar City. Was so glad they have football channels so we could was our team win. This is the first hotel that the refrigerator kept our drinks and food cold. Sink water was hard to turn on and then it would spray water on you. Would stay there again.,329,"('en', 1)",It was a good stay. Didn't stay in room much for all the shopping and Silver Dollar City. Was so glad they have football channels so we could was our team win. This is the first hotel that the refrigerator kept our drinks and food cold. Sink water was hard to turn on and then it would spray water on you. Would stay there again.
601,4.0,"We had a great stay. I definitely appreciated having the a/c cranked up when I walked into the room, especially since it was 100 that day! Room was comfortable and decent rate. Thanks!",184,"('en', 1)","We had a great stay. I definitely appreciated having the a/c cranked up when I walked into the room, especially since it was 100 that day! Room was comfortable and decent rate. Thanks!"
602,4.0,Front desk was friendly and helpful! Discovered a waterfall hiking trail around the corner where we could walk dogs. Great biscuits and gravy breakfast!,152,"('en', 1)",Front desk was friendly and helpful! Discovered a waterfall hiking trail around the corner where we could walk dogs. Great biscuits and gravy breakfast!
603,5.0,The room was clean and comfortable. The breakfast food was more than I expected. Everything was great.,102,"('en', 1)",The room was clean and comfortable. The breakfast food was more than I expected. Everything was great.
604,2.0,It was way to loud and no way we could have got into the pool. If I was you I would never go without shoes in the room the carpet was so nasty. And the rooms seem very dark.,173,"('en', 1)",It was way to loud and no way we could have got into the pool. If I was you I would never go without shoes in the room the carpet was so nasty. And the rooms seem very dark.
605,5.0,Everything about this hotel was great. It was convenient to many activities. Good free breakfast selection. We did not have an opportunity to use the pool because of the weather.,178,"('en', 1)",Everything about this hotel was great. It was convenient to many activities. Good free breakfast selection. We did not have an opportunity to use the pool because of the weather.
606,5.0,My wife and I stayed here recently on our first visit to Branson. The room was clean and updated. The breakfast in the morning was ample and lots of variety. The staff was friendly and very helpful. We booked a show through the hotel at the tribute theater that was a hoot. I would definitely stay here again. Would be a good central location if I was staying with my whole family also. Lots to do in the area.,410,"('en', 1)",My wife and I stayed here recently on our first visit to Branson. The room was clean and updated. The breakfast in the morning was ample and lots of variety. The staff was friendly and very helpful. We booked a show through the hotel at the tribute theater that was a hoot. I would definitely stay here again. Would be a good central location if I was staying with my whole family also. Lots to do in the area.
607,2.0,"We thought the hotel was a little tired looking. Drawer handles on the dresser were loose, things like that. The breakfast was the same every day would have liked a little more variety. Staff was very friendly and helpful. The maid service was not very thorough at times, i.e. pulling the sheet up and tucking it in without making sure the mattress pad was in place.",366,"('en', 1)","We thought the hotel was a little tired looking. Drawer handles on the dresser were loose, things like that. The breakfast was the same every day would have liked a little more variety. Staff was very friendly and helpful. The maid service was not very thorough at times, i.e. pulling the sheet up and tucking it in without making sure the mattress pad was in place."
608,5.0,All facilities including Swimming Pool are very clean. Staff are very friendly. Hotel is centrally located.Great Value for Money.,129,"('en', 1)",All facilities including Swimming Pool are very clean. Staff are very friendly. Hotel is centrally located.Great Value for Money.
609,2.0,"Hotel is in bad need of repair. Room was old, sink had damage, trim falling apart in bathroom , shower curtain bar so loose, shower curtain was at my feet, yuck.Bed ancient with icky old bed spreads. Should be put in one star category. The staff was the best part of this place.",278,"('en', 1)","Hotel is in bad need of repair. Room was old, sink had damage, trim falling apart in bathroom , shower curtain bar so loose, shower curtain was at my feet, yuck.Bed ancient with icky old bed spreads. Should be put in one star category. The staff was the best part of this place."
610,5.0,"The staff were very friendly and courteous,room were clean and the facilities in the hotel good. The continental breakfast has a wide range of choices.",151,"('en', 1)","The staff were very friendly and courteous,room were clean and the facilities in the hotel good. The continental breakfast has a wide range of choices."
611,4.0,"The Hotel was a little dated but still in pretty good condition. The breakfast was outstanding and had a great selection. The eating area was a little small for the crowd that came to breakfast, it just shows how good it was. I would stay here again and I will recommend it to friends and family.",296,"('en', 1)","The Hotel was a little dated but still in pretty good condition. The breakfast was outstanding and had a great selection. The eating area was a little small for the crowd that came to breakfast, it just shows how good it was. I would stay here again and I will recommend it to friends and family."
612,2.0,The room was simple for the trip but didn't like the fact that the room didn't include a microwave which should be standard,123,"('en', 1)",The room was simple for the trip but didn't like the fact that the room didn't include a microwave which should be standard
613,2.0,"Let's start with the positives. Great location to everything and the staff were super friendly. Now the negatives. Dated and a bit worn, not to my liking and certainly not to my wive and kids either. There were bugs in the room. The kind that fly and some in the bed. We were very displeased and embarrassed. I will not return.",327,"('en', 1)","Let's start with the positives. Great location to everything and the staff were super friendly. Now the negatives. Dated and a bit worn, not to my liking and certainly not to my wive and kids either. There were bugs in the room. The kind that fly and some in the bed. We were very displeased and embarrassed. I will not return."
614,4.0,"Nothing fancy but met our needs. Quiet, convient and staff very friendly and helpful. Beds were very comfortable.",113,"('en', 1)","Nothing fancy but met our needs. Quiet, convient and staff very friendly and helpful. Beds were very comfortable."
615,4.0,Our room was not ready until an hour and a half after check in. Then when we went to check out the next morning I waited 5 minutes or so before anyone came to the desk to check me out.,184,"('en', 1)",Our room was not ready until an hour and a half after check in. Then when we went to check out the next morning I waited 5 minutes or so before anyone came to the desk to check me out.
616,4.0,Stay was very enjoyable. Hotel staff was friendly and always busy. We will definitely considering booking another stay when in the area.,136,"('en', 1)",Stay was very enjoyable. Hotel staff was friendly and always busy. We will definitely considering booking another stay when in the area.
617,4.0,Hotel was ideally located for a stay in Branson. Close enough to the action without the hassel of the traffic conjestion. Room was clean and comfortable.,153,"('en', 1)",Hotel was ideally located for a stay in Branson. Close enough to the action without the hassel of the traffic conjestion. Room was clean and comfortable.
618,5.0,Have stayed at this motel several times - highly recommend it. Front desk very friendly and helpful. The rest of the staff were very pleasant. The hot full breakfast was beyond words.,183,"('en', 1)",Have stayed at this motel several times - highly recommend it. Front desk very friendly and helpful. The rest of the staff were very pleasant. The hot full breakfast was beyond words.
619,3.0,"We stayed here for Luther Family weekend in September. We could not get a hotel in Decorah Iowa and this was the next closest place. It is a small hotel with a small parking lot. Friday night when we checked in we were greeted and given our key, and it is literally a key not the credit card looking keys... More",312,"('en', 1)","We stayed here for Luther Family weekend in September. We could not get a hotel in Decorah Iowa and this was the next closest place. It is a small hotel with a small parking lot. Friday night when we checked in we were greeted and given our key, and it is literally a key not the credit card looking keys... More"
620,4.0,"I stayed here because I had a family wedding to attend. It definitely had a country feel with quilts and flannel linens. The motel was very clean, and felt comfortable. My room had a microwave and refrigerator. The wi-fi was slow, but usable. I would stay here again.",267,"('en', 1)","I stayed here because I had a family wedding to attend. It definitely had a country feel with quilts and flannel linens. The motel was very clean, and felt comfortable. My room had a microwave and refrigerator. The wi-fi was slow, but usable. I would stay here again."
621,3.0,"Stayed here for Parents' Weekend at Luther College in Decorah. Other accommodations were full in town, and this is about 20 minutes away. The motel is a basic older motel. We've stayed here once before, and found it clean, so returned. This time I was less entranced. There are two buildings and we were in a different building this time... More",345,"('en', 1)","Stayed here for Parents' Weekend at Luther College in Decorah. Other accommodations were full in town, and this is about 20 minutes away. The motel is a basic older motel. We've stayed here once before, and found it clean, so returned. This time I was less entranced. There are two buildings and we were in a different building this time... More"
622,4.0,"The place was easy to find, right on the main drag. Within walking distance to the shopping downtown. The room was clean, had all the amenities, blowdryer, fridge, microwave, clothes iron, coffee maker. Very slightly shabby but homey. Price was affordable. I would stay there again.",282,"('en', 1)","The place was easy to find, right on the main drag. Within walking distance to the shopping downtown. The room was clean, had all the amenities, blowdryer, fridge, microwave, clothes iron, coffee maker. Very slightly shabby but homey. Price was affordable. I would stay there again."
623,4.0,"We checked into our hotel on a busy Friday night, in this quaint little hotel. We have stayed here several times before and always are reassured that we will have another beautiful weekend, with very comfortable accommodations. The hotel is only about 20 minutes from the college, located in the small town of Harmony. The same family has owned the... More",356,"('en', 1)","We checked into our hotel on a busy Friday night, in this quaint little hotel. We have stayed here several times before and always are reassured that we will have another beautiful weekend, with very comfortable accommodations. The hotel is only about 20 minutes from the college, located in the small town of Harmony. The same family has owned the... More"
624,5.0,We stayed here while touring around SE Minnesota. It was a great place to stay and visit some of the sites in the area. The motel is very clean and the room was large with a very comfortable bed. The owners were very helpful with ideas on what to see and how to get there. On Saturday there were Amish... More,309,"('en', 1)",We stayed here while touring around SE Minnesota. It was a great place to stay and visit some of the sites in the area. The motel is very clean and the room was large with a very comfortable bed. The owners were very helpful with ideas on what to see and how to get there. On Saturday there were Amish... More
625,4.0,"Harmony was a good location for me, but other reviews of this motel made me reluctant to try it. Very glad I did. It looks like a chain hotel, right on main highway. Phone was answered on first try to make a reservation. Very friendly staff. Efficient check in. Helpful with directions to trail head. Room 103 was clean and... More",331,"('en', 1)","Harmony was a good location for me, but other reviews of this motel made me reluctant to try it. Very glad I did. It looks like a chain hotel, right on main highway. Phone was answered on first try to make a reservation. Very friendly staff. Efficient check in. Helpful with directions to trail head. Room 103 was clean and... More"
626,3.0,"Very conveniently located, but I wasn't impressed. Had a chance to meet both owners, and they were friendly, but person who was working the desk when we checked in was a bit aloof and cool. Room was old, and the fan/light in the ceiling was shaking so badly that I thought it would fall down on us, so I turned... More",318,"('en', 1)","Very conveniently located, but I wasn't impressed. Had a chance to meet both owners, and they were friendly, but person who was working the desk when we checked in was a bit aloof and cool. Room was old, and the fan/light in the ceiling was shaking so badly that I thought it would fall down on us, so I turned... More"
627,5.0,"This summer, we brought our kids to visit the Amish village near the hotel before school started. We chose the Country Lodge Inn for our stay, which was a pleasant experience for us. Friendly, clean, and very comfortable place to stay. Definitely would choose to come again.",274,"('en', 1)","This summer, we brought our kids to visit the Amish village near the hotel before school started. We chose the Country Lodge Inn for our stay, which was a pleasant experience for us. Friendly, clean, and very comfortable place to stay. Definitely would choose to come again."
628,5.0,"The rooms are clean and the owners are friendly. It feels like your own home. The hotel is in the middle of many scenic areas. There is a biking trail that covers the Preston valley, apple orchards, and caverns, and there are Amish families in the area. On Saturday mornings the Amish have a farmers market where they sell baked... More",336,"('en', 1)","The rooms are clean and the owners are friendly. It feels like your own home. The hotel is in the middle of many scenic areas. There is a biking trail that covers the Preston valley, apple orchards, and caverns, and there are Amish families in the area. On Saturday mornings the Amish have a farmers market where they sell baked... More"
